date,asset,value,quality,size,future_return
2023-05-11,BRAV,0.060856,0.642088,20.074371,0.00167605
2023-05-12,BRAV,0.377374,0.462459,19.553683,-0.01159156
2023-05-15,BRAV,0.296508,0.647326,20.319546,-0.00421549
2023-05-16,BRAV,0.496927,0.353612,19.592696,0.00364606
2023-05-17,BRAV,0.357939,0.513636,19.777884,0.00205715
2023-05-18,BRAV,0.259842,0.380361,20.077261,0.00378495
2023-05-19,BRAV,0.299406,0.4988,18.926499,-0.01396724
2023-05-22,BRAV,0.152806,0.542209,19.136777,0.00689762
2023-05-23,BRAV,0.328377,0.525684,19.552903,-0.00317273
2023-05-24,BRAV,0.209401,0.560031,19.959285,-0.003796
2023-05-25,BRAV,0.299122,0.420958,19.628455,0.00442493
2023-05-26,BRAV,0.472676,0.384494,19.707158,-0.00574774
2023-05-29,BRAV,0.291116,0.431284,20.314101,-0.0064632
2023-05-30,BRAV,0.158037,0.398276,19.6722,0.00683434
2023-05-31,BRAV,0.38418,0.471648,20.256512,-0.02168036
2023-06-01,BRAV,0.456545,0.530495,20.365948,0.00092726
2023-06-02,BRAV,0.248711,0.530377,19.787122,-0.00233949
2023-06-05,BRAV,0.308438,0.665777,18.328487,0.00241707
2023-06-06,BRAV,0.273699,0.395093,18.315995,0.01241073
2023-06-07,BRAV,0.294392,0.47871,20.304669,-0.00167078
2023-06-08,BRAV,0.255593,0.447591,20.256264,0.008539
2023-06-09,BRAV,0.173248,0.575367,20.215792,-0.00046481
2023-06-12,BRAV,0.377993,0.419459,18.944053,-0.00653544
2023-06-13,BRAV,0.288088,0.459541,20.225691,0.00267231
2023-06-14,BRAV,0.174389,0.622269,19.847749,0.00568116
2023-06-15,BRAV,0.266838,0.464022,20.069128,0.00845255
2023-06-16,BRAV,0.509724,0.309076,18.956872,-0.00913796
2023-06-19,BRAV,0.359787,0.672994,20.230735,-0.00431247
2023-06-20,BRAV,0.323803,0.493476,20.321566,-0.01127291
2023-06-21,BRAV,0.192689,0.517204,19.750028,0.01257001
2023-06-22,BRAV,0.347159,0.515508,20.101909,-0.00239794
2023-06-23,BRAV,0.3042,0.492233,19.682514,0.00135572
2023-06-26,BRAV,0.256981,0.532346,19.377141,-6.231e-05
2023-06-27,BRAV,0.310747,0.577999,20.188228,2.528e-05
2023-06-28,BRAV,0.400126,0.452838,18.136459,-0.00241539
2023-06-29,BRAV,0.534772,0.540089,18.708312,0.00502246
2023-06-30,BRAV,0.348754,0.543125,19.638189,-0.00373469
2023-07-03,BRAV,0.38353,0.604603,19.320749,0.00160546
2023-07-04,BRAV,0.406054,0.634896,20.359395,0.00393724
2023-07-05,BRAV,0.255656,0.366456,20.015697,-0.00076117
2023-07-06,BRAV,0.365466,0.555787,19.710014,-0.00020217
2023-07-07,BRAV,0.209018,0.567417,19.720539,0.00242608
2023-07-10,BRAV,0.50645,0.483875,19.369929,0.01194024
2023-07-11,BRAV,0.41949,0.443183,19.200292,-0.00054396
2023-07-12,BRAV,0.415938,0.373417,19.451297,-3.968e-05
2023-07-13,BRAV,0.344247,0.630689,19.647074,-0.00396226
2023-07-14,BRAV,0.194931,0.583654,19.315418,0.00398872
2023-07-17,BRAV,0.420614,0.520985,19.534471,0.00640307
2023-07-18,BRAV,0.41436,0.36407,18.961651,0.00536293
2023-07-19,BRAV,0.475211,0.596148,19.548582,0.0041323
2023-07-20,BRAV,0.478112,0.666998,20.238116,-0.00933532
2023-07-21,BRAV,0.094949,0.609611,20.161458,0.0006476
2023-07-24,BRAV,0.42245,0.458552,20.277048,0.00267204
2023-07-25,BRAV,0.28307,0.504025,18.799906,-0.0051969
2023-07-26,BRAV,0.408453,0.455063,19.493075,-0.00690399
2023-07-27,BRAV,0.342081,0.533194,18.026917,0.0009392
2023-07-28,BRAV,0.380479,0.595599,19.586271,-0.0062837
2023-07-31,BRAV,0.283761,0.38268,19.69211,0.00583663
2023-08-01,BRAV,0.372126,0.685684,19.831708,0.007721
2023-08-02,BRAV,0.433925,0.433846,19.755884,0.00541282
2023-08-03,BRAV,0.607326,0.556846,19.426128,-0.00078429
2023-08-04,BRAV,0.464251,0.621409,19.097101,-0.00124024
2023-08-07,BRAV,0.354927,0.270025,18.306189,0.00064054
2023-08-08,BRAV,0.408473,0.547819,18.665486,-0.00111228
2023-08-09,BRAV,0.279064,0.471035,17.975594,0.00498755
2023-08-10,BRAV,0.467595,0.417582,19.754595,0.00199587
2023-08-11,BRAV,0.375693,0.52208,20.036101,-0.00465814
2023-08-14,BRAV,0.370895,0.466489,19.520771,-0.00595736
2023-08-15,BRAV,0.24887,0.651196,20.227708,0.00692282
2023-08-16,BRAV,0.379534,0.621518,20.171856,-0.00728813
2023-08-17,BRAV,0.475076,0.344103,19.804924,-0.00460172
2023-08-18,BRAV,0.22293,0.498058,19.675598,0.01048093
2023-08-21,BRAV,0.065177,0.678149,19.375557,0.00547121
2023-08-22,BRAV,0.272555,0.449607,20.039396,-0.00043442
2023-08-23,BRAV,0.3882,0.592235,20.262523,-0.00056178
2023-08-24,BRAV,0.353186,0.530686,18.808582,-0.00458068
2023-08-25,BRAV,0.226058,0.612532,18.839217,-0.000972
2023-08-28,BRAV,0.399534,0.518734,18.943733,-0.00850341
2023-08-29,BRAV,0.305786,0.420423,18.790409,0.00149779
2023-08-30,BRAV,0.365091,0.477368,18.671451,-0.00603809
2023-08-31,BRAV,0.201578,0.365566,19.816081,0.00792067
2023-09-01,BRAV,0.253914,0.336287,18.651574,0.00875392
2023-09-04,BRAV,0.436241,0.328568,20.277981,-0.00152563
2023-09-05,BRAV,0.242241,0.405265,18.067272,-0.0047311
2023-09-06,BRAV,0.361315,0.485245,20.080581,0.00925635
2023-09-07,BRAV,0.211559,0.613208,19.956104,0.00130441
2023-09-08,BRAV,0.233073,0.507295,20.072475,-0.00425023
2023-09-11,BRAV,0.455152,0.389239,19.810317,-0.00925431
2023-09-12,BRAV,0.372963,0.385664,19.837838,0.00257774
2023-09-13,BRAV,0.537325,0.372019,19.966491,0.00893998
2023-09-14,BRAV,0.448784,0.486713,20.29353,-0.00635424
2023-09-15,BRAV,0.266201,0.513339,20.356878,-0.00596604
2023-09-18,BRAV,0.352391,0.448678,20.292097,0.0002123
2023-09-19,BRAV,0.533919,0.485979,19.705383,-0.00225221
2023-09-20,BRAV,0.646977,0.486816,19.599585,0.00669749
2023-09-21,BRAV,0.570702,0.394113,19.102719,-0.00697499
2023-09-22,BRAV,0.457579,0.502825,20.269182,-0.01455807
2023-09-25,BRAV,0.227117,0.442796,19.873282,0.00568725
2023-09-26,BRAV,0.646249,0.514073,18.992655,-0.00567259
2023-09-27,BRAV,0.494774,0.373192,20.355232,-0.00841468
2023-09-28,BRAV,0.425383,0.563594,19.844776,-0.00290378
2023-09-29,BRAV,0.328091,0.54126,18.369977,0.00010883
2023-10-02,BRAV,0.3892,0.479429,17.971452,0.0054277
2023-10-03,BRAV,0.572266,0.541009,20.175338,0.00601117
2023-10-04,BRAV,0.575175,0.449797,18.843979,-0.00098987
2023-10-05,BRAV,0.43969,0.524629,20.144134,0.00062949
2023-10-06,BRAV,0.562087,0.308174,20.359756,0.00131404
2023-10-09,BRAV,0.362164,0.464421,19.924791,-0.00304389
2023-10-10,BRAV,0.447697,0.492885,19.095975,-0.00584056
2023-10-11,BRAV,0.278148,0.658076,20.277514,-0.00425939
2023-10-12,BRAV,0.512781,0.47587,20.27428,-0.00911403
2023-10-13,BRAV,0.370322,0.543866,20.087555,-0.00776097
2023-10-16,BRAV,0.390204,0.484758,20.019423,-0.00845694
2023-10-17,BRAV,0.363018,0.355571,19.310041,-0.00862061
2023-10-18,BRAV,0.492356,0.366252,19.692649,-0.00269072
2023-10-19,BRAV,0.447649,0.602385,19.070599,-0.01444263
2023-10-20,BRAV,0.461699,0.477925,20.253048,-0.00239652
2023-10-23,BRAV,0.483193,0.433516,20.078261,0.00774343
2023-10-24,BRAV,0.558481,0.469871,19.040611,0.00617899
2023-10-25,BRAV,0.494762,0.545903,19.402284,0.0005513
2023-10-26,BRAV,0.438641,0.49911,20.330756,0.0085987
2023-10-27,BRAV,0.370159,0.509426,20.115341,-0.00674168
2023-10-30,BRAV,0.225028,0.604635,19.210649,0.0083725
2023-10-31,BRAV,0.398661,0.466769,19.893139,0.01045837
2023-11-01,BRAV,0.355518,0.586965,19.046087,-0.00233579
2023-11-02,BRAV,0.580955,0.485192,20.248684,0.00367517
2023-11-03,BRAV,0.608571,0.415705,19.440936,-0.00657519
2023-11-06,BRAV,0.448621,0.336817,19.976351,0.00628037
2023-11-07,BRAV,0.34648,0.51706,17.801278,0.00435246
2023-11-08,BRAV,0.432324,0.606835,18.784224,-0.00149847
2023-11-09,BRAV,0.326749,0.402509,20.348778,-0.00046773
2023-11-10,BRAV,0.205064,0.519724,20.190392,-0.00038068
2023-11-13,BRAV,0.364386,0.621797,19.050268,-0.00363778
2023-11-14,BRAV,0.38479,0.563348,17.907001,0.00593195
2023-11-15,BRAV,0.447794,0.624003,20.197023,0.00423799
2023-11-16,BRAV,0.276719,0.543724,19.794813,0.01045203
2023-11-17,BRAV,0.45079,0.434319,20.270441,0.00342725
2023-11-20,BRAV,0.813504,0.444753,18.90838,0.00011814
2023-11-21,BRAV,0.289655,0.640055,20.112981,0.00868485
2023-11-22,BRAV,0.480515,0.598796,18.802165,-0.00406529
2023-11-23,BRAV,0.263265,0.641143,19.147159,-0.00656444
2023-11-24,BRAV,0.483231,0.600556,20.241957,0.00217223
2023-11-27,BRAV,0.630352,0.38843,19.563021,-0.00387841
2023-11-28,BRAV,0.398918,0.591129,18.176537,0.00603743
2023-11-29,BRAV,0.418147,0.465917,20.08381,-0.00340908
2023-11-30,BRAV,0.251137,0.592515,20.303677,0.00712121
2023-12-01,BRAV,0.138204,0.527733,18.236486,0.00281266
2023-12-04,BRAV,0.307514,0.662461,20.210323,-0.00397192
2023-12-05,BRAV,0.474672,0.541593,19.582152,-0.00889154
2023-12-06,BRAV,0.616142,0.287914,20.291635,0.00335655
2023-12-07,BRAV,0.466101,0.71533,18.819633,0.00525301
2023-12-08,BRAV,0.333208,0.527724,19.953202,0.00055875
2023-12-11,BRAV,0.26601,0.470576,20.218224,0.00242992
2023-12-12,BRAV,0.35881,0.404656,19.201816,0.00551468
2023-12-13,BRAV,0.278151,0.601816,20.219754,-0.00110894
2023-12-14,BRAV,0.220681,0.42673,20.236697,-0.00313792
2023-12-15,BRAV,0.547625,0.387795,20.344218,0.00399411
2023-12-18,BRAV,0.579654,0.515759,19.896742,-0.00868258
2023-12-19,BRAV,0.562876,0.369353,20.362897,0.00319286
2023-12-20,BRAV,0.349485,0.491597,20.271582,0.00728832
2023-12-21,BRAV,0.622934,0.428987,19.289129,0.00189621
2023-12-22,BRAV,0.309287,0.446765,20.393988,0.01243268
2023-12-25,BRAV,0.409456,0.490541,20.250782,-0.01190505
2023-12-26,BRAV,0.343588,0.616395,19.531592,0.00332078
2023-12-27,BRAV,0.597586,0.412975,19.321464,-0.00736575
2023-12-28,BRAV,0.446177,0.556044,19.80408,-0.0030868
2023-12-29,BRAV,0.341282,0.349764,19.88427,0.00251564
2024-01-01,BRAV,0.360555,0.5299,18.314246,0.00828213
2024-01-02,BRAV,0.458154,0.468448,19.907346,0.00344244
2024-01-03,BRAV,0.570661,0.431729,19.992117,-0.00657432
2024-01-04,BRAV,0.508121,0.401275,19.905872,0.00897342
2024-01-05,BRAV,0.050974,0.478969,18.674566,0.00727735
2024-01-08,BRAV,0.453312,0.388321,19.697041,0.00417811
2024-01-09,BRAV,0.58069,0.354439,19.986147,-0.00246255
2024-01-10,BRAV,0.432864,0.431667,20.131412,0.00130645
2024-01-11,BRAV,0.372423,0.566175,19.06218,-0.00141035
2024-01-12,BRAV,0.719376,0.392068,20.263247,0.00542948
2024-01-15,BRAV,0.258246,0.512108,20.021732,0.00146233
2024-01-16,BRAV,0.328018,0.577563,20.35951,0.00279852
2024-01-17,BRAV,0.383131,0.537727,20.162685,0.00171541
2024-01-18,BRAV,0.541583,0.376362,19.198464,0.00755286
2024-01-19,BRAV,0.362511,0.291358,17.885087,0.00366038
2024-01-22,BRAV,0.550906,0.383337,19.649265,0.00283492
2024-01-23,BRAV,0.49411,0.694237,19.455164,0.00635029
2024-01-24,BRAV,0.338925,0.470812,20.185562,0.01154415
2024-01-25,BRAV,0.462487,0.487337,20.072011,0.00226307
2024-01-26,BRAV,0.404132,0.540742,19.914389,-0.01044522
2024-01-29,BRAV,0.498624,0.582379,20.450293,-0.00524816
2024-01-30,BRAV,0.642187,0.359676,20.237976,-0.00736153
2024-01-31,BRAV,0.626679,0.4074,19.779749,-0.00120576
2024-02-01,BRAV,0.500653,0.484542,20.356243,-0.00989871
2024-02-02,BRAV,0.735634,0.334124,19.678023,0.00039031
2024-02-05,BRAV,0.497902,0.518619,19.421428,-0.00391664
2024-02-06,BRAV,0.404241,0.514769,19.203394,-0.00574034
2024-02-07,BRAV,0.356059,0.718358,19.024089,0.00792253
2024-02-08,BRAV,0.560273,0.551022,19.364538,-0.01190439
2024-02-09,BRAV,0.596487,0.611792,19.63485,-0.00478792
2024-02-12,BRAV,0.397829,0.465368,20.287044,0.01162656
2024-02-13,BRAV,0.13049,0.674154,19.862334,-0.00592816
2024-02-14,BRAV,0.531818,0.406543,19.684977,0.00948077
2024-02-15,BRAV,0.358369,0.451713,19.155097,0.00234566
2024-02-16,BRAV,0.610801,0.259417,19.463279,0.005096
2024-02-19,BRAV,0.367026,0.442949,19.063139,0.01146661
2024-02-20,BRAV,0.479868,0.45349,19.361024,0.00593567
2024-02-21,BRAV,0.450274,0.428316,18.703134,-0.00066634
2024-02-22,BRAV,0.353939,0.567509,20.002347,-0.00116538
2024-02-23,BRAV,0.593771,0.343903,18.331859,-0.00285842
2024-02-26,BRAV,0.440176,0.488994,19.361392,0.00421141
2024-02-27,BRAV,0.506714,0.607964,19.311541,-0.00921043
2024-02-28,BRAV,0.340846,0.376494,19.142852,0.00471865
2024-02-29,BRAV,0.629348,0.55188,19.918091,0.00239589
2024-03-01,BRAV,0.577582,0.536594,19.609124,0.0046291
2024-03-04,BRAV,0.356107,0.632215,19.97905,0.00509901
2024-03-05,BRAV,0.275776,0.603231,19.418271,-0.00132888
2024-03-06,BRAV,0.513176,0.424809,18.564005,0.01214674
2024-03-07,BRAV,0.690549,0.484483,20.334507,-0.00031883
2024-03-08,BRAV,0.427918,0.578764,18.980086,-0.00100062
2024-03-11,BRAV,0.523119,0.407601,19.96779,0.01037444
2024-03-12,BRAV,0.539362,0.517692,20.155454,0.01081414
2024-03-13,BRAV,0.402953,0.576085,18.39802,0.00475093
2024-03-14,BRAV,0.593627,0.497662,20.059503,-0.0024619
2024-03-15,BRAV,0.404515,0.512894,20.383262,-0.007482
2024-03-18,BRAV,0.376546,0.749347,18.598015,-0.00049581
2024-03-19,BRAV,0.383024,0.468621,19.291029,-0.00091422
2024-03-20,BRAV,0.342595,0.308285,20.307347,0.01061068
2024-03-21,BRAV,0.381503,0.505332,20.011049,0.00695379
2024-03-22,BRAV,0.699822,0.277189,19.905834,0.01261651
2024-03-25,BRAV,0.459508,0.554068,20.27246,-0.00399998
2024-03-26,BRAV,0.604038,0.475124,20.439276,0.00027612
2024-03-27,BRAV,0.455282,0.383875,20.204717,-0.01564747
2024-03-28,BRAV,0.446625,0.433307,20.336379,-0.00192055
2024-03-29,BRAV,0.590257,0.446572,20.464178,0.00410428
2024-04-01,BRAV,0.475737,0.479254,19.786132,-0.0115409
2024-04-02,BRAV,0.65305,0.482607,18.80067,0.0069276
2024-04-03,BRAV,0.673593,0.420039,20.375343,0.00070043
2024-04-04,BRAV,0.506616,0.485432,20.392386,0.01119684
2024-04-05,BRAV,0.51352,0.521133,20.342403,-0.00248974
2024-04-08,BRAV,0.745211,0.609586,19.935676,-0.00140946
2024-04-09,BRAV,0.408281,0.671061,20.098012,-0.00821608
2024-04-10,BRAV,0.621102,0.451788,20.437466,0.01194285
2024-04-11,BRAV,0.590248,0.467142,20.394179,-0.00184082
2024-04-12,BRAV,0.616361,0.407916,19.650308,0.00362207
2024-04-15,BRAV,0.698252,0.425321,19.025988,-0.00778203
2024-04-16,BRAV,0.600945,0.490913,20.297781,0.00099311
2024-04-17,BRAV,0.61405,0.450273,19.26205,-0.00456411
2024-04-18,BRAV,0.431896,0.403144,20.302322,0.00647464
2024-04-19,BRAV,0.713447,0.522585,19.447717,-0.00543621
2024-04-22,BRAV,0.498122,0.467016,18.853598,-0.0068004
2024-04-23,BRAV,0.448539,0.371803,19.836288,-0.00285496
2024-04-24,BRAV,0.440505,0.609516,20.474223,-0.00583302
2024-04-25,BRAV,0.372696,0.688261,19.562777,0.00346253
2024-04-26,BRAV,0.405167,0.676795,18.217868,-0.00199907
2024-04-29,BRAV,0.630721,0.301199,20.215265,0.00814626
2024-04-30,BRAV,0.566282,0.406132,20.022382,-0.00875395
2024-05-01,BRAV,0.704845,0.477526,20.193341,-0.00470213
2024-05-02,BRAV,0.375106,0.536992,18.892048,-7.733e-05
2024-05-03,BRAV,0.512415,0.37811,18.366183,-0.0010054
2024-05-06,BRAV,0.565008,0.557003,20.056795,0.00263582
2024-05-07,BRAV,0.508611,0.447177,19.084616,0.00075948
2024-05-08,BRAV,0.455567,0.403435,20.297225,-0.00165863
2024-05-09,BRAV,0.622519,0.457725,20.114781,-0.00029495
2024-05-10,BRAV,0.695226,0.404093,20.402582,0.00590449
2024-05-13,BRAV,0.670541,0.336712,18.650155,0.0035136
2024-05-14,BRAV,0.719113,0.393231,20.025695,0.00957296
2024-05-15,BRAV,0.754956,0.303483,17.983526,-0.00764366
2024-05-16,BRAV,0.615305,0.525167,19.62659,0.00328357
2024-05-17,BRAV,0.577115,0.224352,19.595105,0.00583696
2024-05-20,BRAV,0.678789,0.460309,19.587916,0.00052448
2024-05-21,BRAV,0.582007,0.62197,20.154545,0.00306226
2024-05-22,BRAV,0.600884,0.444297,20.005004,0.00246321
2024-05-23,BRAV,0.483475,0.576327,18.836019,-0.01141862
2024-05-24,BRAV,0.749198,0.54682,20.017974,0.00512402
2024-05-27,BRAV,0.354592,0.392075,19.697751,-0.00293474
2024-05-28,BRAV,0.430796,0.567245,20.36292,0.00427886
2024-05-29,BRAV,0.659725,0.436705,18.347737,0.00210675
2024-05-30,BRAV,0.638214,0.358226,18.128337,-0.00231075
2024-05-31,BRAV,0.64822,0.357543,19.093252,-0.0006299
2024-06-03,BRAV,0.508811,0.336969,20.276806,-0.00594625
2024-06-04,BRAV,0.590706,0.623792,19.958639,-0.0015111
2024-06-05,BRAV,0.435626,0.300372,20.193312,-0.00309753
2024-06-06,BRAV,0.615215,0.476318,20.410955,-0.01264157
2024-06-07,BRAV,0.519581,0.572597,18.770851,0.00060518
2024-06-10,BRAV,0.666996,0.453181,20.092915,0.00465731
2024-06-11,BRAV,0.582548,0.439696,20.36969,-0.00251935
2024-06-12,BRAV,0.456477,0.549052,20.469065,0.00343778
2024-06-13,BRAV,0.630883,0.317352,19.975198,0.00336289
2024-06-14,BRAV,0.509554,0.478862,19.912094,-0.00337418
2024-06-17,BRAV,0.562678,0.607106,20.138136,-0.00876751
2024-06-18,BRAV,0.425819,0.520096,19.540115,-0.00258096
2024-06-19,BRAV,0.595884,0.420693,19.913194,0.00880201
2024-06-20,BRAV,0.520755,0.572349,18.722153,0.00236694
2024-06-21,BRAV,0.50924,0.437293,18.799344,-0.00462758
2024-06-24,BRAV,0.644074,0.535485,19.832807,0.00335926
2024-06-25,BRAV,0.731694,0.510756,20.452579,0.0058625
2024-06-26,BRAV,0.741095,0.40432,18.797161,0.00673169
2024-06-27,BRAV,0.510612,0.453286,19.86901,0.00195415
2024-06-28,BRAV,0.424154,0.474684,19.415116,-0.00463608
2024-07-01,BRAV,0.670518,0.330739,20.137534,0.00514585
2024-07-02,BRAV,0.540852,0.517669,19.848318,-8.335e-05
2024-07-03,BRAV,0.427523,0.637189,20.288352,-0.00679786
2024-07-04,BRAV,0.778992,0.410271,19.433513,0.00166008
2024-07-05,BRAV,0.683519,0.671822,19.719405,-0.00703923
2024-07-08,BRAV,0.58146,0.650266,20.351772,-0.0057714
2024-07-09,BRAV,0.458124,0.45683,19.543351,0.00804428
2024-07-10,BRAV,0.362492,0.723465,18.351044,0.00275839
2024-07-11,BRAV,0.500472,0.303827,17.995099,-0.00355104
2024-07-12,BRAV,0.511796,0.555308,20.364457,-0.00795512
2024-07-15,BRAV,0.440863,0.351567,18.343951,0.00843193
2024-07-16,BRAV,0.559098,0.332942,19.725398,-0.01176292
2024-07-17,BRAV,0.604879,0.423524,20.116221,-0.00252225
2024-07-18,BRAV,0.376816,0.561113,18.312377,0.01023635
2024-07-19,BRAV,0.520531,0.471842,20.298984,-0.00819556
2024-07-22,BRAV,0.530562,0.243759,19.988785,0.01077976
2024-07-23,BRAV,0.614897,0.451256,20.151854,0.00101256
2024-07-24,BRAV,0.616762,0.5474,18.413429,0.0033012
2024-07-25,BRAV,0.568125,0.432806,18.954479,-0.00463955
2024-07-26,BRAV,0.449459,0.469271,19.643483,-0.00997341
2024-07-29,BRAV,0.618921,0.27464,18.665562,-0.00515491
2024-07-30,BRAV,0.709312,0.638545,19.548986,0.0061985
2024-07-31,BRAV,0.696518,0.612864,19.675963,-0.00367928
2024-08-01,BRAV,0.736203,0.339334,19.822185,0.00831019
2024-08-02,BRAV,0.57946,0.386145,20.317938,0.00052563
2024-08-05,BRAV,0.284478,0.618681,20.445719,0.00073669
2024-08-06,BRAV,0.537786,0.263845,20.363212,-0.00042167
2024-08-07,BRAV,0.695904,0.352671,20.300755,0.00548508
2024-08-08,BRAV,0.543051,0.331771,18.920909,0.00606239
2024-08-09,BRAV,0.64337,0.546803,18.670369,-0.00806911
2024-08-12,BRAV,0.977547,0.496292,19.185789,0.00059408
2024-08-13,BRAV,0.60274,0.808448,20.470548,0.00054155
2024-08-14,BRAV,0.530091,0.454496,20.14181,-0.00528084
2024-08-15,BRAV,0.613241,0.563517,19.52415,0.00344883
2024-08-16,BRAV,0.678527,0.569439,20.369759,0.0039986
2024-08-19,BRAV,0.853707,0.218588,19.330074,0.00581391
2024-08-20,BRAV,0.648204,0.395544,20.17459,0.008457
2024-08-21,BRAV,0.644814,0.442279,18.669066,0.0095102
2024-08-22,BRAV,0.49422,0.509134,19.76748,-0.00527536
2024-08-23,BRAV,0.661886,0.531726,20.272112,0.00039244
2024-08-26,BRAV,0.724328,0.417927,18.671241,0.00763524
2024-08-27,BRAV,0.744796,0.435214,18.611917,-0.00438824
2024-08-28,BRAV,0.538648,0.547693,19.976263,-0.00200462
2024-08-29,BRAV,0.68731,0.303557,19.063199,3.781e-05
2024-08-30,BRAV,0.41225,0.43318,19.839232,-0.00484697
2024-09-02,BRAV,0.754947,0.306635,19.553382,-0.00204797
2024-09-03,BRAV,0.632,0.424255,18.406163,0.00097654
2024-09-04,BRAV,0.552717,0.516062,20.057463,-0.00143915
2024-09-05,BRAV,0.687292,0.32589,19.22666,-0.01041068
2024-09-06,BRAV,0.369906,0.374069,19.9214,-0.00143442
2024-09-09,BRAV,0.545564,0.409782,19.864099,-0.00751699
2024-09-10,BRAV,0.670959,0.522974,20.066643,0.00166678
2024-09-11,BRAV,0.51502,0.617276,19.347056,0.00409775
2024-09-12,BRAV,0.724877,0.411067,19.77018,0.00272281
2024-09-13,BRAV,0.521837,0.644604,20.445139,-0.00693978
2024-09-16,BRAV,0.611947,0.584278,20.2784,0.00282809
2024-09-17,BRAV,0.533976,0.429994,19.572291,-0.008811
2024-09-18,BRAV,0.474505,0.630605,19.761263,-0.00526058
2024-09-19,BRAV,0.647234,0.413498,20.456914,0.01086291
2024-09-20,BRAV,0.641163,0.464911,20.180741,-0.00911902
2024-09-23,BRAV,0.544494,0.584699,17.928555,0.00367238
2024-09-24,BRAV,0.682179,0.152326,19.412048,-0.00557205
2024-09-25,BRAV,0.54619,0.469027,19.256194,-0.00351458
2024-09-26,BRAV,0.616039,0.42369,19.67857,-0.00162771
2024-09-27,BRAV,0.679707,0.405989,19.121296,0.00268519
2024-09-30,BRAV,0.634175,0.58759,19.640235,-0.00568052
2024-10-01,BRAV,0.646948,0.378007,19.511085,0.00875667
2024-10-02,BRAV,0.620093,0.415083,17.986198,0.00060441
2024-10-03,BRAV,0.523495,0.464077,19.999002,0.00177821
2024-10-04,BRAV,0.720618,0.427637,19.997471,-0.00352662
2024-10-07,BRAV,0.55644,0.506875,20.198445,0.01120715
2024-10-08,BRAV,0.609143,0.443318,18.969966,-0.00189766
2024-10-09,BRAV,0.681134,0.440413,20.313462,0.01141215
2024-10-10,BRAV,0.929579,0.339406,20.388536,0.00560093
2024-10-11,BRAV,0.674307,0.60044,19.288833,-0.00077365
2024-10-14,BRAV,0.765986,0.302003,20.378708,0.01195525
2024-10-15,BRAV,0.712276,0.462018,20.205769,0.01338028
2024-10-16,BRAV,0.844871,0.536417,20.077308,0.00565475
2024-10-17,BRAV,0.684914,0.447624,19.348273,-0.00454673
2024-10-18,BRAV,0.565148,0.58039,19.841822,-0.00479971
2024-10-21,BRAV,0.674453,0.238449,19.13209,0.00138997
2024-10-22,BRAV,0.463466,0.370374,18.241303,-0.00787438
2024-10-23,BRAV,0.747846,0.538702,20.31601,0.00194448
2024-10-24,BRAV,0.569195,0.379131,20.405002,-0.01053243
2024-10-25,BRAV,0.622586,0.412383,18.943658,-0.00476158
2024-10-28,BRAV,0.545942,0.508421,20.424888,-0.00043396
2024-10-29,BRAV,0.48981,0.498792,19.036476,0.00166139
2024-10-30,BRAV,0.647773,0.407254,20.06113,-0.00124021
2024-10-31,BRAV,0.774245,0.503593,19.694074,-0.0109409
2024-11-01,BRAV,0.734362,0.315304,20.199628,0.00962704
2024-11-04,BRAV,0.768871,0.41104,19.122378,-0.01011162
2024-11-05,BRAV,0.840413,0.379254,20.288803,-0.00129097
2024-11-06,BRAV,0.756558,0.354037,20.470146,0.00093419
2024-11-07,BRAV,0.574224,0.562046,20.311032,-0.01508685
2024-11-08,BRAV,0.531416,0.361999,20.409247,-0.01048801
2024-11-11,BRAV,0.769985,0.444158,18.805309,0.01084099
2024-11-12,BRAV,0.588308,0.515512,20.197467,-0.00233021
2024-11-13,BRAV,0.600522,0.685934,20.173118,0.00225546
2024-11-14,BRAV,0.562235,0.500868,19.445591,0.0028114
2024-11-15,BRAV,0.647453,0.394541,20.418202,-7.055e-05
2024-11-18,BRAV,0.7921,0.307609,19.954231,-0.01125696
2024-11-19,BRAV,0.615871,0.411004,20.259144,0.00613943
2024-11-20,BRAV,0.734909,0.296885,18.97171,-0.00155291
2024-11-21,BRAV,0.478241,0.48986,20.3798,-0.01036933
2024-11-22,BRAV,0.590998,0.456184,20.089593,-0.0055025
2024-11-25,BRAV,0.754867,0.684408,18.266435,-0.00509534
2024-11-26,BRAV,0.668451,0.433257,19.59212,0.01409763
2024-11-27,BRAV,0.528257,0.673071,20.123727,-0.01215866
2024-11-28,BRAV,0.616633,0.347064,19.842152,-0.00169847
2024-11-29,BRAV,0.509903,0.365243,19.847511,-0.01270473
2024-12-02,BRAV,0.690821,0.292789,18.196572,0.00810373
2024-12-03,BRAV,0.834566,0.449306,18.458487,0.00207286
2024-12-04,BRAV,0.683972,0.263611,19.965148,-0.00378885
2024-12-05,BRAV,0.663808,0.334744,20.307832,-0.00717297
2024-12-06,BRAV,0.777016,0.285168,18.591066,0.00543719
2024-12-09,BRAV,0.558557,0.604076,19.821177,0.00239657
2024-12-10,BRAV,0.830424,0.556428,20.170544,0.00536146
2024-12-11,BRAV,0.668339,0.3317,20.044869,0.00037483
2024-12-12,BRAV,0.63551,0.591445,20.129918,-0.00609293
2024-12-13,BRAV,0.729165,0.384547,19.841014,-0.0072763
